,Location,Operator,Route,Type,Aboard,Fatalities,Ground,Year,Month,Day
,"Cape Town, South Africa",Linair Express,Cape Town - Johannesburg,Cessna 402B,9,7,0,1983,06,05
,"Durango, Colorado",Sun West Airline - Air Taxi,"Albuquerque, NM - Durango, CO",Piper PA-31,6,4,0,1981,12,31
,"Near Gelendzhik, USSR",Aeroflot,,LET  410M Turbojet,18,18,0,1982,01,07
,"Helena, Montana",Air Taxi,,Cessna 210,2,2,0,1982,01,07
,"Washington, D.C.",Air Florida,"Washington D.C. - Fort Lauderdale, FL",Boeing B-737-222,79,74,4,1982,01,13
,"Near Addis Ababa, Ethiopia",Military - Ethiopian Air Force,,Antonov AN-26,73,73,0,1982,01,14
,"Logan Airport,  Boston, Massachusett",World Airways,"Newark, NJ - Boston, MA",McDonnell Douglas DC-10-30CF,212,2,0,1982,01,23
,"Constanta, Romania",Tarom,Training,Antonov An-24RV,7,7,0,1982,01,25
,"Djibouti, Djbouti",Military - French Air Force,,Nord 2501 Noratlas,35,35,0,1982,02,03
,"Island of Cheju, South Korea",Military - Republiof South Korea Air Force,,Fairchild C-123,53,53,0,1982,02,06
,"Near Srinagar, India",Military - Indian Air Force,Parhankot - Leh,Fairchild C-119G,23,23,0,1982,02,07
,"Tokyo, Japan",Japan Air Lines,Fukuoka - Tokyo,McDonnell Douglas DC-8-61,174,24,0,1982,02,09
,"Mt. Ipao, Philippines",Trans Air Services,Manila - Sicogon,Douglas DC-3 (C-47A-70-DL),32,3,0,1982,02,09
,"Cerro el Tablazo, Colombia",LAC Columbia,,Douglas DC-6BF,4,4,0,1982,02,19
,"Providence, Rhode Island",Pilgrim Airlines,New York City - Bridgeport - New Haven - Groton - Boston,de Havilland DHC -6-100,12,1,0,1982,02,21
,"Mehamn, Norway",Wideroe's Flyveselksap,Berlevag - Mehamn,de Havilland Canada DHC-6 Twin Otter 300,15,15,0,1982,03,11
,"Mount Galunggung, Indonesia",British Airways,Kuala Lampur - Perth,Boeing B-747,257,0,0,1982,06,24
,"Southern Belarus, USSR",Aeroflot,Leningrad - Kiev,Yakovlev YAK-42,132,132,0,1982,06,28
,"Leesburg, Florida",Private,None,Beechcraft Bonanza F35,3,3,0,1982,03,19
,"Near Woodstock, Illinois",Military - U.S. Air Force,,Boeing KC-135C,27,27,0,1982,03,19
,"Branti Airport, Indonesia",Garuda Indonesia Airlines,Jakarta - Bandar,Fokker F-28 Fellowship 1000,27,27,0,1982,03,20
,"Queate, Colombia",Aeropesca Colombia,Villavicencio - Bogota,Vickers Viscount 745D,21,21,0,1982,03,26
,"Near Tanana, Alaska",Air Taxi,"Banddanack, AK - Fairbanks, AK",Hughes 369D,3,3,0,1982,04,11
,"Near Erzurum, Turkey",Military - U.S. Air Force,Erzurum - Incirlik,Lockheed C-130H,27,27,0,1982,04,13
,"Near Yangshuo, Guangxi, China",CAAC,Guangzhou - Guilin,Hawker Siddeley Trident 2E,112,112,0,1982,04,26
,"Hakalau, Hawaii",Air Taxi,"Hilo, HI - Honalulu, HI",Beechcraft E18S,2,2,0,1982,04,28
,Gulf of Thailand,Okanagan Helicopters,,Sikorsky S-76,13,13,0,1982,04,30
,"Off Aden, Yemen",Alyemda,,de Havilland Canada DHC-7-103,49,47,0,1982,05,09
,"Judsonia, Arkansas",Military - U.S. Air Force,Training,Lockheed C-130E Hercules,7,7,0,1982,05,12
,South AtlantiOcean,Military - Royal British Navy,,Westland Sea King HC-4 (helicopter),30,21,0,1982,05,19
,"Brazilia, Brazil",VASP,,Boeing B-737-200,118,2,0,1982,05,25
,"Off Natuma Island, Indonesia",Pelita Air Service,,Aerospatiale 330G Puma,10,10,0,1982,05,28
,"Near Songnam-si, South Korea",Military - Republiof South Korea Air Force,,Fairchild C-123,53,53,0,1982,06,01
,"Near Pacatuba, Brazil",VASP,Rio de Janerio - Fortaleza,Boeing B-727-212A,137,137,0,1982,06,08
,"Tabatinga, Brazil",TABA,Eirunepe - Tabatinga,Fairchild-Hiller FH-227B-LCD,44,44,0,1982,06,12
,"Bombay, India",Air India,Kuala Lumpur - Mumbai,Boeing B-707-437,111,17,0,1982,06,22
,"Oganda, Gabon",Air Affaires Gabon,,Cessna 404 Titan,12,12,0,1982,07,03
,"Near Moscow, Russia",Aeroflot,,Ilyushin IL-62M,90,90,0,1982,07,06
,"Kenner, Louisiana",Pan American World Airways,New Orleans - Las Vegas,Boeing B-727-235,145,145,8,1982,07,09
,"Jolo, Philippines",Philippine Air Lines,,Hawker Siddeley HS-748-209 Srs. 2,30,4,0,1982,07,11
,"Oxbow, Oregon",Air Taxi,"Imnaha, OR - Fort Fairfield, ME",Cessna 172F,4,4,0,1982,07,14
,"Castaic, California",Western Helicopter,Movie set,Bell UH-1B Huey Helicopter,1,0,3,1982,07,23
,"Near Sitka, Alaska",Air Taxi,"Sitka, AK - Warm Springs, AK",Cessna A185F,4,4,0,1982,07,24
,"Concord, New Hampshire",Air Taxi,"Groton, CT - Concord, CT",Piper PA-28-161,2,2,0,1982,08,04
,PacifiOcean,Pan American World Airways,Tokyo - Honolulu,Boeing B-747-121,,1,0,1982,08,11
,"Mindat, Myanmar",Burma Airways,,de Havilland Canada DHC-6 Twin Otter 300,8,8,0,1982,08,12
,"Sukhumi, Georgia, USSR",Aeroflot / Aeroflot,,LeT 410UVP Turbojet / Tupolev TU-134V,11,11,0,1982,08,14
,"Near Managua, Nicaragua",Military - Nicaraguan Air Force,Managua - El Rodeo,Arava 201,20,20,0,1982,08,14
,"Off Castries, Saint Lucia",Inter Island Air Services,,Britten-Norman BN-2A Islander,10,10,0,1982,08,20
,"Knotsville, Tennessee",Military - U.S. Air Force,Training,Lockheed C-141B,9,9,0,1982,08,31
,"Near Valladolid, Ecuador",Aerolineas Condor,Zumba - Loja,de Havilland Canada DHC-4A Caribou,44,44,0,1982,09,01
,"Rio Branco, Brazil",Cia Brasiliera de Tratores,,Gates Learjet 25B,10,10,0,1982,09,04
,"Near Mannheim, West Germany",Military - U.S. Army,,Boeing Vertol CH-47C (helicopter),46,46,0,1982,09,11
,"Near Malaga, Spain",Spantax,Malaga - New York City,McDonnell Douglas DC-10-30CF,394,50,0,1982,09,13
,"Near Nondalton, Alaksa",Air Taxi,"Nondalton, AK - Port Alsworth, AK",Robertson C-U206F,5,4,0,1982,09,17
,"Two Bridge Lake, British Colombia, Canada",Central Mountain Air Services,,de Havilland Canada DHC-3 Otter,5,5,0,1982,09,18
,"Near Kotzbue, Alaska",Air Taxi,"Kiana, AK - Kotzebue, AK",Cessna U206G,6,4,0,1982,09,21
,"Luxembourg, Luxembourg",Aeroflot,Moscow - Luxembourg,Ilyushin IL-62M,77,7,0,1982,09,29
,AtlantiOcean,Air Taxi,"Anguilla - St. Thomas, VI",Piper PA-31,8,8,0,1982,10,20
,Off Taiwan,Far Eastern Air Transport,,Bell 212,15,15,0,1982,11,17
,"Cullman, Alabama",Air Taxi,"Cullman, AL - Louisville, KY",Beechcraft 95-B55,2,2,0,1982,11,23
,"Lubango, Angola",TAAG Angola Airlines,,Antonov AN-26,15,15,0,1982,11,29
,"Quetame, Colombia",Aerolineas Centrales de Colombia,,de Havilland Canada DHC-6 Twin Otter 310,22,22,0,1982,11,30
,"Douglassville, Pennsylvania",Air Taxi - Basco Flying Service Inc.,"Philadelphia, PA - Pottstown, PA",Piper PA-32-260,5,3,0,1982,12,01
,"Near Pueblo, Colorado",Pioneer Airlines,"Sante Fe, NM - Pueblo, CO",Swearingen SA.227AC Metro III,2,2,0,1982,12,07
,"Near San Andres de Bocay, Nicaragua",Military - Nicaraguan Air Force,,Mil Mi-8 (helicopter),88,84,0,1982,12,09
,"Near Klawock, Alaksa",Air Taxi - Tyee Airlines Inc.,"Ketchikan, AK - Craig, AK",de Havilland DHC-2,8,8,0,1982,12,09
,"La Serena, Chile",Aeronor Chile,Santiago - La Serena,Fairchild F-27J,46,46,0,1982,12,09
,"Defiance, Ohio",Air Taxi - Custom Air Transport Inc.,"Columbus, OH - Difiance, OH",Cessna T210,2,2,0,1982,12,15
,"Mesvres, France",Rijnmond Air Services,,Piper PA-31-350 Chieftain,10,10,0,1982,12,22
,"Rostov-on-Don, Russia",Aeroflot,,Antonov AN-26,16,16,0,1982,12,23
,"Guangzhou, China",CAAC,,Ilyushin IL-18B,69,25,0,1982,12,24
,"Brainerd, Minnesota",RepubliAirlines,Minneapolis-St Paul - Brainerd,Convair 580-11A,33,1,0,1983,01,09
,"Detroit, Michigan",United Air Lines,Detroit - Los Angeles,McDonnell Douglas DC-8-54F37,3,3,0,1983,01,11
,"Near Karimui, Papua New Guinea",Talair,,Britten Norman BN-2A-20 Trislander,10,10,0,1983,01,14
,"Ankara, Turkey",Turkish Airlines (THY),Istanbul - Ankara,Boeing B-727-2F2,67,47,0,1983,01,16
,"Fayetteville, North Carolina",Military - U.S. Air Force,,Lockheed C-130H Hercules,6,6,0,1983,02,13
,"Brooksville, Florida",Air Taxi,"Tallahssee, FL - Lakeland, FL",Piper PA-32-301,2,2,0,1983,02,23
,"Off Macae, Brazil",Aeroleo Taxi Aereo,,Bell 212,11,11,0,1983,03,09
,"Near Shach Goan, Afghanistan",Bakhtar Afghan Airlines,,de Havilland Canada DHC-6 Twin Otter 300,19,19,0,1983,03,10
,Barquisimeto Venezuela,Avensa,Caracas - Barquisimeto,McDonnell Douglas DC-9-32,50,23,0,1983,03,11
,"Jeffersonville, Georgia",Air Taxi,"Jacksonville, FL - Atlanta, GA",Mitsubishi MU-2B-60,4,4,0,1983,03,24
,"Newark, New Jersey",Central Airlines,Chicago - Newark,Learjet 25,2,2,0,1983,03,30
,"Guangzhou, China",Total,,Beech Super King Air 200,8,8,0,1983,04,03
,"Selawik, Alaska",Munz Northern Airlines,Nome - Ambler,Britten-Norman BN-2A-8 Islander,3,2,0,1983,04,07
,"Near Khartoum, Sudan",Air Liberia,,Hawker Siddeley HS-748-329 Srs. 2A,9,8,9,1983,04,16
,"Leninakan, Russia",Aeroflot,Nalchik - Leninakan,Yakovlev YAK-40,21,21,0,1983,04,19
,"Near Toba, Japan",Japan Air Self-Defence Force,,Kawasaki C-1 / Kawasaki C-1,14,14,0,1983,04,19
,"Iwakuni AB, Japan",Military - Japan Maritime Self Defense Force,,PS-1,14,11,0,1983,04,26
,"Guayaquil, Ecuador",SAN Ecuador,Guayaquil - Quito,Sud Aviation SE-210 Caravelle VIR,100,8,0,1983,04,29
,"Jacksonville, Florida",Military - United States Navy,"Jacksonville NAS - Guantanamo Bay, Cuba",Convair CV-340,15,14,0,1983,04,30
,"Near Ban Ta Khli, Thailand",Military - Royal Thai Air Force,,Fairchild C-123K,30,30,0,1983,05,05
,"En route Miami, FL - Nassau, Bahamas",Eastern Air Lines,"Miami, FL - Nassau, Bahamas",Lockheed L-1011,172,0,0,1983,05,05
,"Tanjung Karang, Indonesia",Garuda Indonesia Airlines,,Fokker F-28 Fellowship 3000RC,61,3,0,1983,06,02
,"Cincinnati International Airport, Covington/Hebron, Kentucky",Air Canada,Dallas-Fort Worth - Toronto,McDonnell Douglas DC-9-32,46,23,0,1983,06,02
,"Off Quemoy, Taiwan",Military - Republiof China Air Force,,Fairchild C-199G,47,47,0,1983,06,06
,"Kauai, Hawaii",Military - U.S. Navy,,Lockheed P-3B Orion,14,14,0,1983,06,16
,"Niela, Mali",Air Mali,,de Havilland Canada DHC-6 Twin Otter 300,7,7,0,1983,06,21
,"Cortez, Colorado",Air Taxi - Four Corners Aviation Inc.,"Blanding, UT - Farnington, New Mexico",Cessna U206,5,2,0,1983,06,25
,"Las Vegas, Nevada",Military - U.S. Air Force,Training,Lockheed C-130H Hercules,6,6,0,1983,06,28
,"Labe, Guinea",CAAK,"Pyongyang, North Korea - Conakry, Guinea",Ilyushin IL-62M,23,23,0,1983,07,01
,"Near Cuenca, Azuay, Ecuador",TAME,Quito - Cuenca,Boeing B-737-2V2,119,119,0,1983,07,11
,"Off Scilly Islands, UK",British Airways Helicopters,Penzance - Scilly Islands,Sikorsky S-61N-II,26,20,0,1983,07,16
,"Gimli, Manitoba, Canada",Air Canada,Ottawa - Edmonton,Boeing B-767-233ER,69,0,0,1983,07,23
,"Near Ambone, Indonesia",Bali International Air Service,,Cessna 404 Titan,11,7,0,1983,07,26
,"Off Bula, Indonesia",Bali International Air Service,,Britten-Norman BN-2A-21 Islander,2,2,0,1983,08,05
,"Evart, Michigan",Air Taxi - Northern Air Services Inc.,,Beechcraft G18S,2,2,0,1983,08,11
,"Grand Canyon, Arizona",Las Vegas Airlines,"Las Vegas, NV  - Grand Canyon, AZ",Piper PA-31-350 Chieftain,10,10,0,1983,08,17
,"Near Dundo, Angola",Transamerica Airlines,,Lockheed L-100-30 Hercules,7,7,0,1983,08,27
,"Adavale, Queensland, Australia",Moore's Air Charter,,Beech Super King Air 200,12,12,0,1983,08,28
,"Near Alma-Ata, Kazakastan, USSR",Aeroflot,Kazan - Chelyabinsk - Alma-Ata,Tupolev TU-134A,90,90,0,1983,08,30
,"Near Sakhalin Island, Russia",Korean Airlines,Anchorage - Seoul,Boeing B-747-230B,269,269,0,1983,09,01
,"Smithers, British Columbia, Canada",Central Mountain Air Services,,Britten-Norman BN-2A-21 Islander,9,9,0,1983,09,02
,"Guilin, China",CAAC,Guilin - Beijing,Hawker Siddeley Trident 2E /  II-28,106,11,0,1983,09,14
,"Near Mina Jebel Ali, UAE",Gulf Air,Karachi - Abu Dhabi,Boeing B-737-2P6,112,112,0,1983,09,23
,"Flagstaff, Arizona",Air Taxi,"Flagstaff, AZ - Mesa, AZ",Cessna TU206C,2,2,0,1983,09,23
,"Off Lanyu Island, Taiwan",Taiwan Airlines,,Britten-Norman BN-2A-26 Trislander,10,10,0,1983,09,28
,"Tashkent, Uzbekistan",Aeroflot,,Yakovlev YAK-40,9,9,0,1987,01,16
,"Springfield, Missouri",Air Taxi - Ozark Skyways Inc.,"Little Rock, AR - Springfield, MO",Cessna 182R,4,4,0,1983,10,05
,"Aracatuba, Brazil",TAM Lineas Aéreas Regional,,Embraer 110C Bandeirante,15,7,0,1983,10,07
,"Near Lonkin, Myanmar",Burma Airways,Lonkin - Myitkyina,de Havilland Canada DHC-6 Twin Otter 300,14,9,0,1983,10,08
,"Pinckneyville, Illinois",Air Illinois,"Springfield, Il - Carbondale, IL",Hawker Siddeley HS-748-FAA,10,10,0,1983,10,11
,"Middletown, Pennsylvania",Pennsylvania Airlines,Middletown - Washington DC,Shorts 330-200,30,1,0,1983,10,28
,"Lubango, Huila, Angola",TAAG Angola Airlines,Lubango - Luanda,Boeing B-737-200,130,130,0,1983,11,08
,"Landsdowne House, Canada",Austin Airways,,de Havilland Canada DHC-6 Twin Otter 300,7,4,0,1983,11,23
,"Midland, Texas",Air Taxi,"Wichita, TX - Midland, TX",Beechcraft B-100,8,8,0,1983,11,26
,"Madrid-Barajas, Spain",AVIANCA,Paris - Madrid - Bogota,Boeing B-747-283B,192,181,0,1983,11,27
,"Near Enugu, Nigeria",Nigeria Airways,,Fokker F-28 Fellowship 2000,72,53,0,1983,11,28
,"Near Madrid, Spain",Iberia Airlines / Aviaco,Madrid - Rome,Boeing B-727-200 / DC9-32,135,93,0,1983,12,07
,"Put-In-Bay, Ohio",Air Taxi - Island Airlines,"Put-In-Bay, OH - Kelly's Island, OH",Cessna 207,4,4,0,1983,12,09
,"Near Medellin, Colombia",TAMPA Colombia,Medellin - Miami,Boeing 707-373C,3,3,22,1983,12,14
,"Paulatuk, Northwest Territory, Canada",Inuvik Coastal Airways,Inuvik - Paulatuk,de Havilland Canada DHC-6 Twin Otter 200,12,2,0,1983,12,17
,"Leshukonskoye, Russia",Aeroflot,Arkhangelsk - Leshukonskoye,Antonov AN-24,49,44,0,1983,12,24
,"Amman, Jordan",Military - Royal Jordanian Air Force,,CASA 212-A3 Aviocar 100,13,13,0,1984,01,02
,"Saint Louis, Missouri",Skycraft Air Transport,"Saint Louis, MO - Toronto, Canada",Douglas DC-3,2,1,0,1984,01,09
,"Sofia, Bulgaria",Balkan Bulgarian Airlines,Berlin - Sofia,Tupolev TU-134A,50,50,0,1984,01,10
,"Cochabamba, Bolivia",North East Bolivian Airways,,Douglas EC-54U,3,1,0,1984,01,13
,"Near Manado, Indonesia",Pelita Air Service,,CASA 212 Aviocar 200,9,6,0,1984,01,24
,"Izhevsk, Russia",Aeroflot,,Antonov An-24RV,47,4,0,1984,01,28
,"Terre Haute, Indiana",Britt Airways,Training,Swearingen SA.226TC Metro II,3,3,0,1984,01,30
,"Near Debre Zelt, Ethiopia",Military - Ethiopian Air Force,,Antonov AN-12,38,26,0,1984,02,16
,"Near San Gerardo, El Salvador",Military - Salvadoran Air Force,,Bell UH-1H / Bell UH-1H,28,28,0,1984,02,19
,"Prosperine, Australia",Flight Safety Australia,,Cessna 500 Citation I,2,2,0,1984,02,20
,Colombia,Taxi Aéreo del Guaviare,,Cessna 404 Titan,7,7,0,1984,02,24
,"Off Matsuyama, Japan",Military - Japan Maritime Self Defense Force,,PS-1,12,12,0,1984,02,27
,"JFK Airport, New York, New York",Scandinavian Airlines (SAS),"Oslo, Norway, New York, NY",McDonnell Douglas DC-10-30,177,0,0,1984,02,28
,"Near Borja, Spain",Military - U.S. Air Force,,Lockheed C-130E,18,18,0,1984,02,28
,"Cumberland, Maryland",Air Taxi,,Piper PA-31,3,3,0,1984,03,05
,"Barranquilla, Colombia",Aerosucre Colombia,Barranquilla - Bogota,Curtiss C-46A,6,4,0,1984,03,13
,"San Borja, Bolivia",Lloyd Aereo Boliviano,,Fairchild F-27M,23,23,0,1984,03,16
,"Near Hunghae, South Korea",Military - U.S. Marine Corps,Pohang - Kannung,Sikorsky CH-53D,29,29,0,1984,03,24
,"Near Rurrenabaque, Bolivia",Frigorifico Reyes,,Douglas C-54,5,5,0,1984,03,24
,Off  Bimini,State Airlines,Ft. Lauderdale - Bimini,Cessna 402B,6,6,0,1984,03,31
,"Florianopolis, Brazil",Líder Táxi Aéreo,,PT-LCN,4,4,0,1984,04,04
,"Imperatriz, Brazil",VOTEC / VOTEC,,Embraer 110EJ Band./Embraer 110P Band.,35,19,0,1984,04,18
,"Elbet Beni Salama, Egypt",Military - Egyptian Air Force,,McDonnel F-4E Phantom II,2,2,19,1984,05,08
,"Ushuaia, Argentina",Tierra del Fuego Province,,Gates Learjet 35A,12,12,0,1984,05,15
,"Chalkhill, Pennsylvania",Zantop International Airlines,Baltimore - Detroit,Lockheed L-188AF Electra,4,4,0,1984,05,30
,"Windsor Locks, Connecticut",Air Continental,,Learjet 23A,3,3,0,1984,06,04
,"Island Beach, New Jersey",Air Taxi - Raco Helicopters Corp.,,Aerospeciale AS-350D,3,3,0,1984,06,19
,"Near Sao Pedro d' Aldeia, Brazil",TAM Lineas Aéreas Regional,,Embraer 110C Bandeirante,18,18,0,1984,06,28
,"Port Hardy, British Columbia, Canada",Coval Air,,Beechcraft 18,9,9,0,1984,07,01
,"Off Buenavista, Philippines",Military - Philippine Air Force,,Bell UH-1H,30,30,0,1984,07,11
,"Sigonella AFB, Italy",Military - U.S. Air Force,,Lockheed C-141B,9,9,0,1984,07,12
,"Ouzinkie, Alaska",Air Taxi,"Kodiak, AK - Ouzinkie, AK",Grumman G-21A,4,4,0,1984,07,21
,"Tau Island, American Samoa",South PacifiIsland Airways,Pango Pango - Tau Island,de Havilland Canada DHC-6 Twin Otter 300,14,1,0,1984,07,21
,"Anchorage, Alaska",Air Taxi,"Anchorage, AK - Cantwell, AK",Cessna 401,5,5,0,1984,07,25
,"Vieques, Puerto Rico",Vieques Air Link,"Vieques, PR - St. Croix, VI",Britten-Norman BN-2A Islander,9,9,0,1984,08,02
,"Dacca, Bangladesh",Bangladesh Biman,Chittagong-Patenga - Dhaka,Fokker F-27 Friendship 600,49,49,0,1984,08,05
,"Nawabshah, Pakistan",Aeroflot,Karachi - Tashkent,Antonov AN-12BP,24,24,0,1984,08,05
,"Machakos, Kenya",Pioneer Airlines,,Cessna 402A,9,9,0,1984,08,08
,"Near Memphis, Tennessee",Aviation Enterprises,Memphis - Chicago,Douglas DC-3,3,3,0,1984,08,11
,"Near Wamena, Indonesia",Airfast Indonesia,,Douglas C-47A,3,2,0,1984,08,15
,"Pontiac, Michigan",Air Taxi - Richards Aviation Inc.,"Bolivar, TN - Pontiac, MI",Piper PA-31,2,2,0,1984,12,11
,"San Luis Obispo, California",Wings West Airlines / Private,San Luis Obispo - San Fransisco,Beechcraft C99 / Rockwell 112TC,17,17,0,1984,08,24
,"Douala, Cameroon",Cameroon Airlines,Douala - Yaounde,Boeing B-737-2H7C,116,2,0,1984,08,30
,"Mt. Musaka, Papua, New Guinea",Talair,,Britten-Norman BN-2A-20 Islander,11,9,0,1984,09,06
,"Near Naples, Florida",Provincetown - Boston Airlines,"Naples, FL - Tampa, FL",Cessna 402C,6,1,0,1984,09,07
,"Near the Kwango River, Zaire",MMM Aero Services,,Handley Page Dart Herald 202,30,30,0,1984,09,11
,"Opole, Poland",APRL,Airshow,Antonov An-2T,26,11,0,1984,09,16
,"Quito, Ecuador",AECA Cargo,Quito - Guayaquil,McDonnell Douglas DC-8F-55,4,4,49,1984,09,18
,"Near Sarakchar, Afghanistan",Military - Russian Air Force,,Antonov AN-12,50,50,0,1984,09,21
,"near Orillia, Ontario, Canada",Air Niagara,Training,Cessna 500 Citation I,2,2,0,1984,09,26
,"Ausin, Nevada",Air Taxi - Desert Flying Service,"Reno, NV - Eureka, NV",Cessna R182,3,3,0,1984,10,02
,"Fort Franklin, Canada",Nahanni Air Services,Fort Norman - Fort Franklin,de Havilland Canada DHC-6 Twin Otter 100,7,7,0,1984,10,09
,"Near Omsk, Russia",Aeroflot,Krasnodar - Omsk,Tupolev TU-154B,179,174,4,1984,10,11
,"Goose Bay, Newfoundland, Canada",Labradore Airways,St. Anthony - Goose Bay,de Havilland Canada DHC-6 Twin Otter 100,4,4,0,1984,10,11
,"Near Kabul, Afghanistan",Mililtary - Soviet Air Force,,Ilyushin IL-76M,20,20,0,1984,10,27
,"Near Kabul, Afghanistan",Military - Russian Air Force,,Antonov AN-22,240,240,0,1984,10,28
,"Off Davao, Philippines",Village Airways,Davao - Manila,Douglas C-47B,4,4,0,1984,10,31
,"Inverness, England",Euroair,,Embraer 110P1 Bandeirante,1,1,0,1984,11,19
,"Loja, Peru",TAME,Loja - Zumba,de Havilland Canada DHC-6 Twin Otter 300,14,14,0,1984,11,20
,"Near Kostroma, USSR",Aeroflot,,LET 410 M,10,10,0,1984,12,04
,"Jacksonville, Florida",Provincetown - Boston Airlines,Jacksonville - Tampa,Embraer 110P1 Bandeirante,13,13,0,1984,12,06
,"Jammuin, India",Military - Indian Air Force,,Antonov An-32,19,19,0,1986,03,22
,"Bainbridge, New York",Air Taxi - Delaware Aviation LLC,"Binghamton, NY - Bainbridge, NY",PA-23-250,4,4,0,1984,12,17
,"Near Jaen, Peru",Fuerza Aérea del Peru,,de Havilland Canada DHC-6 Twin Otter 300,21,21,0,1984,12,19
,"Near Bhojpur, Nepal",Royal Nepal Airlines,,de Havilland Canada DHC-6 Twin Otter 300,23,15,0,1984,12,22
,"Near Kranoyarsk, Russia",Aeroflot,,Tupolev TU-154B-2,110,110,0,1984,12,23
,"Near La Paz, Bolivia",Eastern Air Lines,"Asuncion, Paraguay - La Paz, Bolivia",Boeing B-727-225 Adv,29,29,0,1985,01,01
,"Kansas City, Kansas",TPI International Airways,Detroit - Kansas City,Lockheed L-188AF Electra,3,3,0,1985,01,09
,"Jinan, China",CAAC,Nanjing - Jinan,Antonov AN-24B,41,38,0,1985,01,18
,"Havana, Cuba",Cubana de Aviacion,Havana - Managua,Ilyushin IL-18D,38,38,0,1985,01,19
,"Carson, New Mexico",Air Taxi,"Albuquerque, NM - Taos, NM -",Bell 206 L-1,3,3,0,1985,01,20
,"Reno, Nevada",Galaxy Airlines,"Reno, NV - Minneapolis-St. Paul, MN",Lockheed L-188A Electra,71,70,0,1985,01,21
,"Off Puerto Castilla, Honduras",Military - U.S. Air Force,Howard AFB - Trujillo AP,Lockheed C-130A,21,21,0,1985,01,22
,"Near Buga, Colombia",AIRES Colombia,Florencia - Cali,Embraer 110P1 Bandeirante,17,17,0,1985,01,23
,"Cerro el Plateado, Colombia",Aerolineas Centrales de Colombia,Medellin - Quibdo,de Havilland Canada DHC-6 Twin Otter 300,23,23,0,1985,01,23
,"Whitefield, New Hampshire",Air Taxi - Air Trends Inc.,"Burlington, VT - Whitefield, NH",Piper PA-31-350,5,4,0,1985,02,01
,"Minsk, Belarus, USSR",Aeroflot,Minsk - Leningrad,Tupolev TU-134A,80,58,0,1985,02,01
,"Soldotna, Alaska",North PacifiAirlines,"Anchorage, AK - Anchorage, AK",Beech Queen Air 65-A80,9,9,0,1985,02,04
,"Altus, Oklahoma",Air Taxi - Oklahoma Airways Inc.,"Altus, OK - Oklahoma City, OK",Cessna 402B,2,2,0,1985,02,06
,"Nasosny, Russia",Military - Russian Air Force,,Ilyushin IL-76MD,57,57,0,1989,10,18
,"Central Point, Oregon",Air Taxi - Mercy Flights Inc.,"Gold Beach, OR - Metford, OR",Gulfstream AC-680F,4,4,0,1985,02,09
,"Banjarmasin, Indonesia",Dirgantara Air Services,,Britten-Norman BN-2A Islander,10,9,0,1985,02,16
,"Near Durango, Vizcaya, Spain",Iberia Airlines,Madrid - Bilbao,Boeing B-727-256,148,148,0,1985,02,19
,"300 nm NW of San Francisco, California",China Airlines (Taiwan),Taipei - Los Angeles,Boeing B-747-SP-09,274,0,0,1985,02,19
,"Timbuktu, Mali",Air Mali,Tombouctou - Bamako,Antonov AN-24V,51,50,0,1985,02,22
,"Near Valdez, Alaska",Military - U.S. Air Force,,Boeing RC-135T,3,3,0,1985,02,25
,"Fort Hood, Texas",Military - U.S. Air Force,Training,Lockheed C-130E Hercules,6,6,0,1985,03,12
,"Near Florencia, Colombia",SATENA,Bogota - San Vicente del Caguán - Florencia,Fokker F-28 Fellowship 3000,46,46,0,1985,03,28
